7290004943189,לקט העונה,12.00,10.20,5.750,172.00,1,1,1,1
72961506,פרילי תות,3.50,2.98,2.320,171.00,1,1,4,1
7290000153469,קציצות עוף ביתי עוף טוב,21.20,18.00,14.794,169.00,241,21561,14,1
7290002661719,לחם לבן פרוס,10.68,9.08,7.380,169.00,40,12,3,1
7290002260059,במבה תינוק 60 ג אסם,4.00,3.40,2.226,168.00,1,1,14,1
14761193,פרילי פירות יער,3.50,2.98,2.320,167.00,1,1,4,1
7290012159794,ראזינקה דן 1ל,14.50,12.32,9.288,165.00,121,21561,38,1
7290000050454,יופלה אפרסק 500,12.50,10.62,8.950,165.00,1,1,4,1
7290000158273,שניצל עוף אמיתי ע.טוב,32.90,27.94,22.494,163.00,241,21561,14,1
7290000072623,קטשופ אסם,13.02,11.06,8.598,163.00,1,1,14,1
4751005703316,שפרוטים מעושנים בשמן,8.00,6.80,4.399,163.00,121,21561,39,1
7290004133207,יוגורט תנובה לבן 0%,4.00,3.40,2.550,163.00,121,21561,4,1
7290006822840,מאלטי,8.45,7.16,1.149,163.00,1,1,41,1
7290000045771,יוגורט 3ליטר תנובה,29.49,25.04,19.818,162.00,1,1,4,1
7290000208336,רסק עגבניות  260 גרם יכין,4.70,3.99,2.554,161.00,94,1324556,12,1
7290003029419,חלב יטבתה 1%,9.41,7.99,6.790,160.00,1,1,5,1
7290014759497,קוטג אישי,3.49,2.96,2.260,159.00,121,21561,4,1
4033100024252,וינסטון,28.49,24.21,22.439,159.00,101,21561,10,1
7290000525969,פרימור סחוט ליטר,15.50,13.17,9.932,159.00,1,1,5,1
5904941751302,בלו,5.00,4.25,39.391,159.00,1,1,12,1
7290000052250,יופלה פירות יער 500,12.50,10.62,8.950,158.00,1,1,4,1
7290000514499,שעועית ברוטב עגבניות תמי,4.50,3.82,2.975,157.00,1,1,12,1
7290000040042,יופלה תות,4.80,4.08,3.360,157.00,1,1,4,1
4601780005399,כוסמת מאקפה,10.14,8.60,6.763,157.00,121,21561,18,1
7290000050447,יופלה תות 500,12.50,10.62,8.950,156.00,1,1,4,1
7290000571386,יוגורמה 850 גרם,25.50,21.67,17.800,156.00,1,1,4,1
72961520,פרילי אננס,3.50,2.98,2.320,156.00,1,1,4,1
7290004136864,ג'לי אננס,2.50,2.12,1.790,156.00,1,1,4,1
4604248003081,מיונז מחייב ביצת שליו,8.00,6.79,4.722,156.00,121,21561,18,1
7290000497426,ברמן קל לעניין,16.55,14.06,11.509,155.00,121,21561,3,1
7290012887017,עוגיות סמי,15.90,13.49,0.000,155.00,241,21561,999999,1
7290000453019,שמרית,4.50,3.82,3.140,155.00,1,1,5,1
